id,gen,sp,ssp,en,rec,cnt,loc,lat,lng,alt,type,url,file,file-name,sono,lic,q,length,time,date,uploaded,also,rmk,bird-seen,playback-used
626456,Macronus,gularis,,Pin-striped Tit-Babbler,Agris Celmins,Thailand,"Tambon Tha Sai, Chiang Rai",19.8318,99.8783,420,song,//www.xeno-canto.org/626456,//www.xeno-canto.org/626456/download,"XC626456-Mixornis gularis Pin-striped Tit-Babbler 2016-07-12 1125 Tambon Tha Sai 10 km SSE Chiang Rai 19.831832, 99.878336 (not seen) iPhone SE.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC626456-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC626456-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC626456-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC626456-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:38,11:25,2016-07-12,2021-03-05,[''],,no,no
618084,Macronus,gularis,,Pin-striped Tit-Babbler,Somkiat Pakapinyo (Chai),Thailand,"Hin Tok, Mueang Nakhon Si Thammarat District, Chang Wat Nakhon Si Thammarat",8.238999999999999,99.8055,950,song,//www.xeno-canto.org/618084,//www.xeno-canto.org/618084/download,XC618084-20201212_071658[1]Pin stipe tit song.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/AAQRPNOMFM/ffts/XC618084-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AAQRPNOMFM/ffts/XC618084-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AAQRPNOMFM/ffts/XC618084-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AAQRPNOMFM/ffts/XC618084-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:38,07:00,2020-12-12,2021-01-28,[''],,yes,yes
614174,Macronus,gularis,lutescens,Pin-striped Tit-Babbler,Bram Piot,Laos,"Naka - Blue Lagoon 1, Vang Vieng",18.9256,102.3969,260,"male, song",//www.xeno-canto.org/614174,//www.xeno-canto.org/614174/download,XC614174-PinstripedTitBabbler_VangVieng_210109_1529_edited.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC614174-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC614174-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC614174-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC614174-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:32,09:00,2021-01-09,2021-01-10,"['Pycnonotus flaviventris', 'Aegithina lafresnayei']",Background barbet may be Blue-eared?,yes,no
610470,Macronus,gularis,,Pin-striped Tit-Babbler,Sreekar,Singapore,"Mount Faber Park, Singapore",1.2738,103.8175,100,"adult, song",//www.xeno-canto.org/610470,//www.xeno-canto.org/610470/download,XC610470-PSTB.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/DQYYXQQSGS/ffts/XC610470-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/DQYYXQQSGS/ffts/XC610470-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/DQYYXQQSGS/ffts/XC610470-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/DQYYXQQSGS/ffts/XC610470-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:19,09:00,2020-12-24,2020-12-24,[''],,yes,no
607361,Macronus,gularis,,Pin-striped Tit-Babbler,Beatrix Saadi-Varchmin,Malaysia,"Bumbun Cegar Anjing, Jerantut District (near  Kuala Tahan), Pahang",4.3854,102.3982,80,"dawn song, song",//www.xeno-canto.org/607361,//www.xeno-canto.org/607361/download,"XC607361-Pin-striped Tit-Babbler, morning chorus   01.03.2005 Bumbun Cegar Anjing, T.N.  7_34  Spur 59-61  IV  G.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC607361-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC607361-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC607361-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC607361-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:55,07:34,0000-00-00,2020-12-07,"['Gallus gallus', 'Malacopteron affine', 'Pycnonotus erythropthalmos']",singing together in the frenetic jungle morning chorus several Tit-Babbler create an undercoating common beat for two and a half minute,no,no
578687,Macronus,gularis,,Pin-striped Tit-Babbler,Okamoto Keita Sin,Indonesia,Riau Archipelago (coordinates not specific),0.6837,104.26,,Song,//www.xeno-canto.org/578687,//www.xeno-canto.org/578687/download,"XC578687-Tit-babbler, Pin-striped_2019-08-27_0738_Indonesia_Riau.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC578687-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC578687-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC578687-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC578687-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:27,07:38,2019-08-27,2020-07-25,[''],,yes,no
569945,Macronus,gularis,lutescens,Pin-striped Tit-Babbler,Bram Piot,Laos,"Nam Kat Yorla Pa (resort area), Oudomxay",20.7139,102.1008,750,song,//www.xeno-canto.org/569945,//www.xeno-canto.org/569945/download,XC569945-PinstripedTitBabbler_NamKatYorlaPa_200615_0922_edited.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC569945-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC569945-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC569945-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC569945-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:50,05:40,2020-06-15,2020-06-19,[''],"Singing shortly after dawn, under light rain",no,no
569944,Macronus,gularis,lutescens,Pin-striped Tit-Babbler,Bram Piot,Laos,"Nam Kat Yorla Pa (waterfall road), Oudomxay",20.706999999999997,102.1118,800,song,//www.xeno-canto.org/569944,//www.xeno-canto.org/569944/download,XC569944-PinstripedTitBabbler_NamKatYorlaPa_200615_0933_edited.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC569944-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC569944-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC569944-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC569944-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:28,07:20,2020-06-15,2020-06-19,[''],,no,no
560837,Macronus,gularis,lutescens,Pin-striped Tit-Babbler,Bram Piot,Laos,"Phou Phanang (Tun Wealth), Vientiane Prefecture",18.0362,102.37299999999999,180,song,//www.xeno-canto.org/560837,//www.xeno-canto.org/560837/download,XC560837-PinstripedTitBabbler_VientianePhouPhanang-TunWealth_200516_0834_edited.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC560837-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC560837-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC560837-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC560837-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:40,07:45,2020-05-16,2020-05-23,[''],,yes,no
555543,Macronus,gularis,lutescens,Pin-striped Tit-Babbler,Bram Piot,Laos,"Than Khook Maa, Vientiane Prefecture",17.9936,102.4323,220,song,//www.xeno-canto.org/555543,//www.xeno-canto.org/555543/download,XC555543-PinstripedTitBabbler_VientianeThanKhookMaa_200508_0806_edited.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC555543-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC555543-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC555543-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC555543-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:34,07:00,2020-05-08,2020-05-09,[''],,no,no
523382,Macronus,gularis,gularis,Pin-striped Tit-Babbler,Frank Lambert,Malaysia,"Taman Negara: Merapoh entrance road, Pahang",4.672,102.0689,180,song,//www.xeno-canto.org/523382,//www.xeno-canto.org/523382/download,XC523382-Macronus_gularis_nom-FL song Merapoh TamanNeg 24Aug16 7.59am LS110875a.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC523382-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC523382-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC523382-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC523382-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:53,07:59,2016-08-24,2020-01-31,[''],,unknown,no
519952,Macronus,gularis,,Pin-striped Tit-Babbler,Oscar Campbell,Vietnam,"Dong Nai, Tân Phú, Đồng Nai",11.4232,107.4287,120,"call, song",//www.xeno-canto.org/519952,//www.xeno-canto.org/519952/download,XC519952-191226_Pin-StripedTit-Babbler_song_CatTien_OC.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/ffts/XC519952-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/ffts/XC519952-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/ffts/XC519952-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/ffts/XC519952-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:52,09:00,2019-12-26,2020-01-14,[''],Small group in roadside bamboo. Two cuts from same group taken in quick succession.,yes,no
519456,Macronus,gularis,,Pin-striped Tit-Babbler,Greg Irving,Myanmar,"West end of Oktwin - Paukkhaung Road, Bago Yoma, Bago Region",18.9393,95.7859,240,song,//www.xeno-canto.org/519456,//www.xeno-canto.org/519456/download,XC519456-193 Tit-babbler - Pin-striped (Mixornis gularis) Song JAN 0715h 250m BagoYomaOktwin-Pyay_GI_1609.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YWRKFXUDUR/ffts/XC519456-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YWRKFXUDUR/ffts/XC519456-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YWRKFXUDUR/ffts/XC519456-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YWRKFXUDUR/ffts/XC519456-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:21,07:14,2020-01-09,2020-01-12,[''],Unknown subspecies with a rhythm I have not experienced further east.,no,no
512300,Macronus,gularis,,Pin-striped Tit-Babbler,Beatrix Saadi-Varchmin,Malaysia,"Taman Negara, Nähe Headquarter,Jerantut District (near  Kuala Tahan), Pahang",4.3872,102.3991,90,song,//www.xeno-canto.org/512300,//www.xeno-canto.org/512300/download,XC512300-Striped Tit-Babbler  13.03.2005   T. N.  7_14  Spur   IX - 34.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC512300-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC512300-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC512300-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC512300-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:21,07:14,2005-03-13,2019-12-17,"['Cuculus micropterus', 'Pycnonotus erythropthalmos']","Sometimes more than 6 notes in one strophe. In German language I would call this bird ""Kleiner Hämmerling""",no,no
497811,Macronus,gularis,,Pin-striped Tit-Babbler,Tan Kok Hui,Singapore,Admiralty Park,1.4484,103.779,20,song,//www.xeno-canto.org/497811,//www.xeno-canto.org/497811/download,XC497811-pstb_ap_call.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/ZYMFKVCIGP/ffts/XC497811-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZYMFKVCIGP/ffts/XC497811-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZYMFKVCIGP/ffts/XC497811-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZYMFKVCIGP/ffts/XC497811-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:25,13:44,2018-07-11,2019-09-18,['Aegithina tiphia'],A few birds seen,yes,no
482595,Macronus,gularis,,Pin-striped Tit-Babbler,Andres Angulo ,Laos,"Protection forest, first point count on forest edge, Laos university demostration forest, Vientiane Prefecture",18.2704,102.1825,240,song,//www.xeno-canto.org/482595,//www.xeno-canto.org/482595/download,XC482595-rc 0 Mixornis gularis 2 cut edited .mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/CJQNNUYOQE/ffts/XC482595-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/CJQNNUYOQE/ffts/XC482595-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/CJQNNUYOQE/ffts/XC482595-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/CJQNNUYOQE/ffts/XC482595-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:14,16:30,2018-11-09,2019-06-21,"['Geopelia striata', 'Spilopelia chinensis']",Same male as XC482594.,no,no
474675,Macronus,gularis,,Pin-striped Tit-Babbler,Viral joshi,India,"Garbhanga Forest (near  Guwahati), Kamrup Metropolitan, Assam",26.0967,91.7036,90,"call, song",//www.xeno-canto.org/474675,//www.xeno-canto.org/474675/download,XC474675-Pin striped babbler 190422-004.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC474675-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC474675-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC474675-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC474675-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:27,10:30,2019-04-22,2019-05-16,[''],,yes,no
471940,Macronus,gularis,,Pin-striped Tit-Babbler,Matthew L. Brady,Indonesia,"Panti, Kabupaten Pasaman, Sumatera Barat",0.3446,100.0706,260,song,//www.xeno-canto.org/471940,//www.xeno-canto.org/471940/download,XC471940-Mystery barbet.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/SWDUSZIBPR/ffts/XC471940-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/SWDUSZIBPR/ffts/XC471940-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/SWDUSZIBPR/ffts/XC471940-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/SWDUSZIBPR/ffts/XC471940-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:10,09:00,2019-01-23,2019-05-08,[''],Moved from Mystery Recordings.,no,no
453753,Macronus,gularis,,Pin-striped Tit-Babbler,Will Sweet,Thailand,"Kaeng Krachen National Park, Khao Pakarang, KM 7-12, Phetchaburi",12.802,99.48200000000001,340,song,//www.xeno-canto.org/453753,//www.xeno-canto.org/453753/download,XC453753-Pin-striped Tit-Babbler 1_8_19 (online-audio-converter.com).mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/BVEAKEMWVN/ffts/XC453753-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/BVEAKEMWVN/ffts/XC453753-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/BVEAKEMWVN/ffts/XC453753-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/BVEAKEMWVN/ffts/XC453753-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:35,10:00,2019-01-08,2019-01-25,[''],,yes,no
439689,Macronus,gularis,connectens,Pin-striped Tit-Babbler,Greg Irving,Thailand,"Telecom Road, Wang Mai village, Chumphon",10.4839,98.8992,380,"call, song",//www.xeno-canto.org/439689,//www.xeno-canto.org/439689/download,XC439689-193 Tit-babbler - Pin-striped (Mixornis gularis connectens) Song OCT 1122h 200m ChumphonRanongTelecom_GI_0912.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YWRKFXUDUR/ffts/XC439689-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YWRKFXUDUR/ffts/XC439689-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YWRKFXUDUR/ffts/XC439689-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YWRKFXUDUR/ffts/XC439689-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:08,11:22,2018-10-20,2018-10-22,[''],,yes,no
430344,Macronus,gularis,ticehursti,Pin-striped Tit-Babbler,Brian Cox,Myanmar,"Pakokku, Magway Region",21.1247,94.2238,440,song,//www.xeno-canto.org/430344,//www.xeno-canto.org/430344/download,XC430344-LS103037_pin-striped_tit_Babbler_500m.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OKSKESEOLP/ffts/XC430344-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OKSKESEOLP/ffts/XC430344-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OKSKESEOLP/ffts/XC430344-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OKSKESEOLP/ffts/XC430344-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:41,08:00,2018-04-06,2018-08-10,[''],,yes,no
426673,Macronus,gularis,,Pin-striped Tit-Babbler,Peter Boesman,India,"River side, Nameri National Park, Assam",26.935667,92.843335,,song,//www.xeno-canto.org/426673,//www.xeno-canto.org/426673/download,XC426673-LS108779 Pin-striped Tit-babbler song B.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426673-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426673-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426673-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426673-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:08,10:00,2018-04-07,2018-07-23,[''],,unknown,unknown
408524,Macronus,gularis,connectens,Pin-striped Tit-Babbler,Marc Anderson,Malaysia,"Ulu Muda, Kedah (nr Earth Lodge)",6.1151,100.9634,120,song,//www.xeno-canto.org/408524,//www.xeno-canto.org/408524/download,XC408524-Tit-Babbler_Pin-striped_Ulu_Muda_Beach_AM2a_23rdMarch18.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC408524-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC408524-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC408524-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC408524-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,3:31,08:00,2018-03-22,2018-04-01,[''],,no,unknown
396925,Macronus,gularis,sulphureus,Pin-striped Tit-Babbler,Marc Anderson,Thailand,"Thor Tip Waterfall Trail, Kaeng Krachan NP",12.8476,99.325,550,song,//www.xeno-canto.org/396925,//www.xeno-canto.org/396925/download,XC396925-Tit-Babbler_Pin-striped_MX178_Kaeng_Krachan1.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC396925-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC396925-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC396925-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC396925-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:39,08:00,2017-12-13,2017-12-25,[''],,no,unknown
396500,Macronus,gularis,lutescens,Pin-striped Tit-Babbler,Marc Anderson,Thailand,Phu Khieo Wildlife Sanctuary,16.4419,101.6094,850,song,//www.xeno-canto.org/396500,//www.xeno-canto.org/396500/download,XC396500-Tit-Babbler_Pin-striped_SD444_Phu_Khieo1.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC396500-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC396500-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC396500-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC396500-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:29,08:00,2017-12-06,2017-12-21,[''],,unknown,unknown
394035,Macronus,gularis,,Pin-striped Tit-Babbler,Somkiat Pakapinyo (Chai),Thailand,"Ban Krang, Kaengkrachan NP",12.7982,99.4534,320,song,//www.xeno-canto.org/394035,//www.xeno-canto.org/394035/download,XC394035-pin stripe tit bb02-11-2017-0530.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/AAQRPNOMFM/ffts/XC394035-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AAQRPNOMFM/ffts/XC394035-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AAQRPNOMFM/ffts/XC394035-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AAQRPNOMFM/ffts/XC394035-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:13,05:30,2017-11-02,2017-11-24,[''],,no,no
371844,Macronus,gularis,versuricola,Pin-striped Tit-Babbler,Rolf A. de By,Vietnam,"Cát Tiên National Park, Tân Phú, Dong Nai",11.4377,107.4193,140,song,//www.xeno-canto.org/371844,//www.xeno-canto.org/371844/download,XC371844-rdb042_2017-02-04_08h27_Pin-striped_Tit-Babbler_qA.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC371844-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC371844-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC371844-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC371844-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:21,08:27,2017-02-04,2017-05-24,[''],"High up in canopy, not really findable.",no,no
360393,Macronus,gularis,,Pin-striped Tit-Babbler,Bernard BOUSQUET,Thailand,"Tambon Mu Si, Amphoe Pak Chong, Chang Wat Nakhon Ratchasima",14.4646,101.3702,800,song,//www.xeno-canto.org/360393,//www.xeno-canto.org/360393/download,XC360393-051 STE-097 pour Timalie gorge striée XC.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/THHNKSHUMO/ffts/XC360393-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/THHNKSHUMO/ffts/XC360393-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/THHNKSHUMO/ffts/XC360393-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/THHNKSHUMO/ffts/XC360393-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:06,09:30,2017-01-20,2017-03-20,"['Psilopogon faiostrictus', 'Gallus gallus']",,no,no
337852,Macronus,gularis,gularis,Pin-striped Tit-Babbler,Bas van Balen,Indonesia,"Darul Makmur, Nagan Raya, Aceh",3.7979,96.5575,40,song,//www.xeno-canto.org/337852,//www.xeno-canto.org/337852/download,XC337852-SUM_LamieMacronous gularis*song low_28xi13_725_550.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/VSXHBVQJDA/ffts/XC337852-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/VSXHBVQJDA/ffts/XC337852-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/VSXHBVQJDA/ffts/XC337852-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/VSXHBVQJDA/ffts/XC337852-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:03,07:30,2013-11-28,2016-10-12,[''],,yes,no
337851,Macronus,gularis,gularis,Pin-striped Tit-Babbler,Bas van Balen,Indonesia,"Darul Makmur, Nagan Raya, Aceh",3.7979,96.5575,40,song,//www.xeno-canto.org/337851,//www.xeno-canto.org/337851/download,XC337851-SUM Macronous gularis*song high_28xi13_625_536.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/VSXHBVQJDA/ffts/XC337851-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/VSXHBVQJDA/ffts/XC337851-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/VSXHBVQJDA/ffts/XC337851-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/VSXHBVQJDA/ffts/XC337851-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:36,06:30,2013-11-28,2016-10-12,[''],,yes,no
304008,Macronus,gularis,,Pin-striped Tit-Babbler,Albert Lastukhin & Yuri Glushchenko,Vietnam,"Krông Bông, Đắk Lắk",12.4671,108.3387,650,song,//www.xeno-canto.org/304008,//www.xeno-canto.org/304008/download,XC304008-Orthotomus sutorius151229_001-15b.MP3,"{'small': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC304008-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC304008-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC304008-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC304008-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:34,09:00,2015-12-29,2016-02-19,[''],,yes,no
303978,Macronus,gularis,versuricola,Pin-striped Tit-Babbler,Albert Lastukhin & Yuri Glushchenko,Vietnam,"Krông Bông, Đắk Lắk",12.4671,108.3387,650,song,//www.xeno-canto.org/303978,//www.xeno-canto.org/303978/download,XC303978-Macronus gularis 151229_001-16b.MP3,"{'small': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC303978-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC303978-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC303978-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC303978-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:28,08:00,2015-12-29,2016-02-19,[''],,yes,no
